Lateral(mm),Vertical(mm),Raw(µm)
10.03142166,10,NaN
10.04126644,10,NaN
10.05111027,10,NaN
10.06095505,10,-250.2976641
10.07079887,10,-250.7274745
10.08064365,10,-249.5990146
10.09048843,10,-249.7510103
10.10033226,10,-249.6988179
10.11017704,10,-249.5588254
10.12002087,10,-249.8380066
10.12986565,10,-250.0997456
10.13970947,10,-250.0500985
10.14955425,10,-249.8289506
10.15939903,10,-249.5516985
10.16924286,10,-249.6165104
10.17908764,10,-249.6437854
10.18893147,10,-249.5031232
10.19877625,10,-249.3857974
10.20862103,10,-249.2762148
10.21846485,10,-249.2868783
10.22830963,10,NaN
10.23815346,10,NaN
10.24799824,10,-248.5253193
10.25784206,10,-248.4982853
10.26768684,10,-248.8227999
10.27753162,10,-248.7209069
10.28737545,10,-248.280165
10.29722023,10,-248.3616152
10.30706406,10,-248.4461733
10.31690884,10,-247.7784963
10.32675266,10,-247.5780325
10.33659744,10,-247.6281886
10.34644222,10,-247.6911517
10.35628605,10,-247.6192398
10.36613083,10,-247.3022004
10.37597466,10,-247.1928589
10.38581944,10,-247.2629489
10.39566422,10,-247.0012903
10.40550804,10,NaN
10.41535282,10,NaN
10.42519665,10,-247.4791134
10.43504143,10,-247.5781396
10.44488525,10,-246.8194742
10.45473003,10,-247.0578231
10.46457481,10,-247.459635
10.47441864,10,NaN
10.48426342,10,NaN
10.49410725,10,NaN
10.50395203,10,NaN
10.51379585,10,NaN
10.52364063,10,NaN
10.53348541,10,NaN
10.54332924,10,NaN
10.55317402,10,NaN
10.56301785,10,NaN
10.57286263,10,NaN
10.58270741,10,NaN
10.59255123,10,NaN
10.60239601,10,NaN
10.61223984,10,NaN
10.62208462,10,NaN
10.63192844,10,NaN
10.64177322,10,NaN
10.651618,10,NaN
10.66146183,10,NaN
10.67130661,10,NaN
10.68115044,10,NaN
10.69099522,10,NaN
10.70083904,10,NaN
10.71068382,10,NaN
10.7205286,10,NaN
10.73037243,10,NaN
10.74021721,10,NaN
10.75006104,10,NaN
10.75990582,10,NaN
10.7697506,10,NaN
10.77959442,10,NaN
10.7894392,10,NaN
10.79928303,10,NaN
10.80912781,10,NaN
10.81897163,10,NaN
10.82881641,10,NaN
10.83866119,10,NaN
10.84850502,10,NaN
10.8583498,10,NaN
10.86819363,10,NaN
10.87803841,10,NaN
10.88788223,10,NaN
10.89772701,10,-242.4007493
10.90757179,10,NaN
10.91741562,10,NaN
10.9272604,10,NaN
10.93710423,10,-242.6482881
10.94694901,10,-242.1246761
10.95679379,10,-242.2174329
10.96663761,10,-242.1880143
10.97648239,10,-241.5614911
10.98632622,10,-241.911834
10.996171,10,-242.3144228
11.00601482,10,-242.2480302
11.0158596,10,-241.7477816
11.02570438,10,-241.9438514
11.03554821,10,-242.2301594
11.04539299,10,NaN
11.05523682,10,-241.042032
11.0650816,10,-241.2235265
11.07492542,10,-240.8811143
11.0847702,10,-240.1928604
11.09461498,10,-241.0705395
11.10445881,10,-241.0900447
11.11430359,10,-241.435672
11.12414742,10,NaN
11.1339922,10,NaN
11.14383698,10,NaN
11.1536808,10,NaN
11.16352558,10,-239.4936215
11.17336941,10,-239.622495
11.18321419,10,-239.5204679
11.19305801,10,-239.7146622
11.20290279,10,-239.5375617
11.21274757,10,-239.6100095
11.2225914,10,-239.0026967
11.23243618,10,-239.6417054
11.24228001,10,NaN
11.25212479,10,NaN
11.26196861,10,-238.3352877
11.27181339,10,-238.2316798
11.28165817,10,-238.1542486
11.291502,10,NaN
11.30134678,10,-238.2817824
11.31119061,10,-238.2933301
11.32103539,10,-238.5667776
11.33088017,10,NaN
11.34072399,10,-237.3744169
11.35056877,10,-237.5861337
11.3604126,10,-237.7545534
11.37025738,10,-237.9641
11.3801012,10,-238.3479607
11.38994598,10,NaN
11.39979076,10,NaN
11.40963459,10,NaN
11.41947937,10,NaN
11.4293232,10,-236.8385605
11.43916798,10,-237.0867156
11.4490118,10,-237.1802225
11.45885658,10,-236.9593961
11.46870136,10,-236.6355514
11.47854519,10,-236.637668
11.48838997,10,-236.8809736
11.4982338,10,-236.6137152
11.50807858,10,-236.8448836
11.51792336,10,-235.4716446
11.52776718,10,-235.2604368
11.53761196,10,-236.0154852
11.54745579,10,-236.3324978
11.55730057,10,-236.5111523
11.56714439,10,-236.4482696
11.57698917,10,-236.6176806
11.58683395,10,NaN
11.59667778,10,-236.0113055
11.60652256,10,-235.7009643
11.61636639,10,-235.9727775
11.62621117,10,NaN
11.63605499,10,-236.0494585
11.64589977,10,-235.9253006
11.65574455,10,-235.838599
11.66558838,10,-236.0843963
11.67543316,10,NaN
11.68527699,10,-234.8466754
11.69512177,10,-235.1619196
11.70496655,10,NaN
11.71481037,10,-234.2635565
11.72465515,10,-234.4527942
11.73449898,10,-234.4948321
11.74434376,10,-234.7586074
11.75418758,10,-234.7157657
11.76403236,10,-234.5225894
11.77387714,10,-234.3887593
11.78372097,10,-234.4396925
11.79356575,10,NaN
11.80340958,10,NaN
11.81325436,10,-234.6256346
11.82309914,10,-234.221974
11.83294296,10,-233.9937796
11.84278774,10,-234.0230642
11.85263157,10,-234.198316
11.86247635,10,NaN
11.87232018,10,NaN
11.88216496,10,NaN
11.89200974,10,NaN
11.90185356,10,NaN
11.91169834,10,-233.0776528
11.92154217,10,-232.4476197
11.93138695,10,-232.8667398
11.94123077,10,NaN
11.95107555,10,NaN
11.96092033,10,-232.3155312
11.97076416,10,-232.5238989
11.98060894,10,-232.5768147
11.99045277,10,-232.5183796
12.00029755,10,NaN
12.01014233,10,NaN
12.01998615,10,NaN
12.02983093,10,-231.3557857
12.03967476,10,NaN
12.04951954,10,NaN
12.05936337,10,NaN
12.06920815,10,NaN
12.07905293,10,NaN
12.08889675,10,NaN
12.09874153,10,NaN
12.10858536,10,NaN
12.11843014,10,NaN
12.12827396,10,NaN
12.13811874,10,NaN
12.14796352,10,NaN
12.15780735,10,NaN
12.16765213,10,NaN
12.17749596,10,NaN
12.18734074,10,NaN
12.19718552,10,NaN
12.20702934,10,NaN
12.21687412,10,NaN
12.22671795,10,NaN
12.23656273,10,NaN
12.24640656,10,NaN
12.25625134,10,NaN
12.26609612,10,NaN
12.27593994,10,NaN
12.28578472,10,NaN
12.29562855,10,NaN
12.30547333,10,NaN
12.31531715,10,NaN
12.32516193,10,NaN
12.33500671,10,NaN
12.34485054,10,NaN
12.35469532,10,NaN
12.36453915,10,NaN
12.37438393,10,NaN
12.38422871,10,NaN
12.39407253,10,NaN
12.40391731,10,NaN
12.41376114,10,NaN
12.42360592,10,NaN
12.43344975,10,NaN
12.44329453,10,NaN
12.45313931,10,NaN
12.46298313,10,NaN
12.47282791,10,-227.2956022
12.48267174,10,-227.2125177
12.49251652,10,-227.4026395
12.50236034,10,-227.5248416
12.51220512,10,NaN
12.5220499,10,-226.4929698
12.53189373,10,-226.7386867
12.54173851,10,-226.4912283
12.55158234,10,-225.926918
12.56142712,10,-226.1667673
12.5712719,10,-226.5180747
12.58111572,10,-225.8667949
12.5909605,10,-226.1062691
12.60080433,10,-225.5214355
12.61064911,10,-225.3280717
12.62049294,10,-225.526794
12.63033772,10,-225.6606509
12.6401825,10,-225.7111018
12.65002632,10,-225.7289458
12.6598711,10,NaN
12.66971493,10,NaN
12.67955971,10,-225.5137727
12.68940353,10,-225.5152731
12.69924831,10,-225.4637773
12.70909309,10,NaN
12.71893692,10,NaN
12.7287817,10,-224.3505626
12.73862553,10,-224.4652894
12.74847031,10,-224.638505
12.75831509,10,NaN
12.76815891,10,-224.5907066
12.77800369,10,-224.4279938
12.78784752,10,-224.6081755
12.7976923,10,-224.6120605
12.80753613,10,-224.402889
12.81738091,10,-224.3775965
12.82722569,10,NaN
12.83706951,10,NaN
12.84691429,10,-223.9383015
12.85675812,10,-223.9763741
12.8666029,10,NaN
12.87644672,10,NaN
12.8862915,10,-223.5271389
12.89613628,10,NaN
12.90598011,10,NaN
12.91582489,10,-223.1191111
12.92566872,10,-223.2490831
12.9355135,10,-222.856354
12.94535828,10,-222.8389386
12.9552021,10,-222.4623388
12.96504688,10,-222.8182278
12.97489071,10,NaN
12.98473549,10,NaN
12.99457932,10,NaN
13.0044241,10,NaN
13.01426888,10,-221.0061224
13.0241127,10,-221.019626
13.03395748,10,-221.0301556
13.04380131,10,-220.4465277
13.05364609,10,-220.7902795
13.06348991,10,-220.9749088
13.07333469,10,-221.0639681
13.08317947,10,-221.0680942
13.0930233,10,-220.1530391
13.10286808,10,-220.4257364
13.11271191,10,-220.1958809
13.12255669,10,NaN
13.13240147,10,NaN
13.14224529,10,NaN
13.15209007,10,NaN
13.1619339,10,NaN
13.17177868,10,NaN
13.18162251,10,-218.7338236
13.19146729,10,-219.8088586
13.20131207,10,NaN
13.21115589,10,NaN
13.22100067,10,-219.6041347
13.2308445,10,-219.8058042
13.24068928,10,-219.8880314
13.2505331,10,-218.768306
13.26037788,10,-219.0376274
13.27022266,10,-219.0934636
13.28006649,10,-219.0319741
13.28991127,10,-219.2126113
13.2997551,10,-218.9556414
13.30959988,10,-219.1555694
13.31944466,10,-218.9727084
13.32928848,10,-219.0448079
13.33913326,10,-219.3077258
13.34897709,10,-219.1860596
13.35882187,10,-218.0048447
13.3686657,10,NaN
13.37851048,10,-219.0576416
13.38835526,10,-218.8684575
13.39819908,10,-218.9298667
13.40804386,10,-219.5096364
13.41788769,10,NaN
13.42773247,10,NaN
13.43757629,10,NaN
13.44742107,10,-217.1592366
13.45726585,10,-217.6702828
13.46710968,10,-217.9824727
13.47695446,10,NaN
13.48679829,10,-216.5106093
13.49664307,10,-216.574135
13.50648785,10,NaN
13.51633167,10,NaN
13.52617645,10,NaN
13.53602028,10,NaN
13.54586506,10,NaN
13.55570889,10,NaN
13.56555367,10,-216.5718845
13.57539845,10,-216.9275055
13.58524227,10,NaN
13.59508705,10,NaN
13.60493088,10,NaN
13.61477566,10,NaN
13.62461948,10,NaN
13.63446426,10,NaN
13.64430904,10,NaN
13.65415287,10,NaN
13.66399765,10,NaN
13.67384148,10,NaN
13.68368626,10,NaN
13.69353104,10,NaN
13.70337486,10,NaN
13.71321964,10,NaN
13.72306347,10,NaN
13.73290825,10,NaN
13.74275208,10,NaN
13.75259686,10,NaN
13.76244164,10,NaN
13.77228546,10,NaN
13.78213024,10,NaN
13.79197407,10,NaN
13.80181885,10,NaN
13.81166267,10,NaN
13.82150745,10,NaN
13.83135223,10,NaN
13.84119606,10,NaN
13.85104084,10,NaN
13.86088467,10,NaN
13.87072945,10,NaN
13.88057423,10,NaN
13.89041805,10,NaN
13.90026283,10,NaN
13.91010666,10,NaN
13.91995144,10,NaN
13.92979527,10,NaN
13.93964005,10,NaN
13.94948483,10,NaN
13.95932865,10,NaN
13.96917343,10,NaN
13.97901726,10,NaN
13.98886204,10,NaN
13.99870586,10,NaN
14.00855064,10,NaN
14.01839542,10,NaN
14.02823925,10,-211.2660494
14.03808403,10,-210.7921916
14.04792786,10,-211.0280488
14.05777264,10,NaN
14.06761742,10,-210.9188948
14.07746124,10,-210.7401064
14.08730602,10,-210.8711232
14.09714985,10,-211.3690945
14.10699463,10,NaN
14.11683846,10,-210.1793595
14.12668324,10,-209.4494428
14.13652802,10,-209.489766
14.14637184,10,-209.5303839
14.15621662,10,-209.6616687
14.16606045,10,-209.6389752
14.17590523,10,-209.4170235
14.18574905,10,-209.5047967
14.19559383,10,NaN
14.20543861,10,NaN
14.21528244,10,-208.1758194
14.22512722,10,-208.4022991
14.23497105,10,-209.5896764
14.24481583,10,-209.1268037
14.25466061,10,-208.1801867
14.26450443,10,NaN
14.27434921,10,NaN
14.28419304,10,-208.5800695
14.29403782,10,-208.5611537
14.30388165,10,NaN
14.31372643,10,NaN
14.32357121,10,NaN
14.33341503,10,NaN
14.34325981,10,-207.4552534
14.35310364,10,-207.5785272
14.36294842,10,-207.6615045
14.37279224,10,NaN
14.38263702,10,NaN
14.3924818,10,NaN
14.40232563,10,NaN
14.41217041,10,NaN
14.42201424,10,NaN
14.43185902,10,NaN
14.4417038,10,NaN
14.45154762,10,-206.1850596
14.4613924,10,-206.2563017
14.47123623,10,-206.2755657
14.48108101,10,-206.1373416
14.49092484,10,-206.3338669
14.50076962,10,-205.3938677
14.5106144,10,-205.9213915
14.52045822,10,-205.7477204
14.530303,10,-205.7074508
14.54014683,10,NaN
14.54999161,10,NaN
14.55983543,10,NaN
14.56968021,10,-204.0929693
14.57952499,10,-203.5510042
14.58936882,10,-204.1411963
14.5992136,10,-204.4335328
14.60905743,10,-203.5054564
14.61890221,10,-203.8033925
14.62874699,10,-204.0352039
14.63859081,10,-204.6390069
14.64843559,10,-204.7803926
14.65827942,10,-204.1771255
14.6681242,10,-204.3248075
14.67796803,10,-204.4735076
14.68781281,10,NaN
14.69765759,10,NaN
14.70750141,10,NaN
14.71734619,10,NaN
14.72719002,10,-202.9031003
14.7370348,10,-202.8416375
14.74687862,10,-202.3354141
14.7567234,10,-202.4331275
14.76656818,10,-202.6880343
14.77641201,10,-203.0684387
14.78625679,10,-202.8696628
14.79610062,10,-202.9814157
14.8059454,10,-203.0661078
14.81579018,10,-202.9297323
14.825634,10,NaN
14.83547878,10,NaN
14.84532261,10,NaN
14.85516739,10,NaN
14.86501122,10,-202.8764146
14.874856,10,-202.3072548
14.88470078,10,-201.9499726
14.8945446,10,-201.7655576
14.90438938,10,-201.90764
14.91423321,10,-201.506873
14.92407799,10,NaN
14.93392181,10,-201.3211988
14.94376659,10,-201.2669969
14.95361137,10,-201.2331576
14.9634552,10,-201.1353638
14.97329998,10,-200.7643369
14.98314381,10,NaN
14.99298859,10,NaN
15.00283337,10,NaN
15.01267719,10,-200.8215663
15.02252197,10,-200.3291144
15.0323658,10,-200.2366791
15.04221058,10,-200.429641
15.05205441,10,-200.7768223
15.06189919,10,-200.1396356
15.07174397,10,-200.0887292
15.08158779,10,-200.2646508
15.09143257,10,-200.8576563
15.1012764,10,NaN
15.11112118,10,NaN
15.12096596,10,NaN
15.13080978,10,NaN
15.14065456,10,NaN
15.15049839,10,NaN
15.16034317,10,NaN
15.170187,10,NaN
15.18003178,10,NaN
15.18987656,10,NaN
15.19972038,10,NaN
15.20956516,10,NaN
15.21940899,10,NaN
15.22925377,10,NaN
15.2390976,10,NaN
15.24894238,10,NaN
15.25878716,10,NaN
15.26863098,10,NaN
15.27847576,10,NaN
15.28831959,10,NaN
15.29816437,10,NaN
15.30800915,10,NaN
15.31785297,10,NaN
15.32769775,10,NaN
15.33754158,10,NaN
15.34738636,10,NaN
15.35723019,10,NaN
15.36707497,10,NaN
15.37691975,10,NaN
15.38676357,10,NaN
15.39660835,10,NaN
15.40645218,10,NaN
15.41629696,10,NaN
15.42614079,10,NaN
15.43598557,10,NaN
15.44583035,10,NaN
15.45567417,10,NaN
15.46551895,10,NaN
15.47536278,10,NaN
15.48520756,10,NaN
15.49505234,10,NaN
15.50489616,10,-195.9738348
15.51474094,10,-196.0294567
15.52458477,10,-196.1154616
15.53442955,10,-196.2247763
15.54427338,10,-195.9160695
15.55411816,10,-196.1823901
15.56396294,10,-195.7986366
15.57380676,10,-195.8460599
15.58365154,10,-195.9401562
15.59349537,10,NaN
15.60334015,10,-195.6959665
15.61318398,10,-195.1450258
15.62302876,10,-195.3304053
15.63287354,10,-195.28751
15.64271736,10,-195.0542785
15.65256214,10,-194.4741605
15.66240597,10,-194.4600407
15.67225075,10,-194.6455005
15.68209553,10,-194.8598967
15.69193935,10,-195.0266819
15.70178413,10,-194.9908064
15.71162796,10,-194.9695597
15.72147274,10,-194.6384272
15.73131657,10,-194.510947
15.74116135,10,-194.69989
15.75100613,10,-194.6004886
15.76084995,10,-194.6246557
15.77069473,10,-194.3446172
15.78053856,10,-193.9771269
15.79038334,10,-194.225925
15.80022717,10,-194.5167878
15.81007195,10,NaN
15.81991673,10,-193.4367158
15.82976055,10,-193.6779315
15.83960533,10,-193.6824327
15.84944916,10,-193.4519341
15.85929394,10,-192.754919
15.86913872,10,-193.2230967
15.87898254,10,-192.6637163
15.88882732,10,-192.9212488
15.89867115,10,NaN
15.90851593,10,NaN
15.91835976,10,-192.0777841
15.92820454,10,-192.1440696
15.93804932,10,-191.7852066
15.94789314,10,-192.2346829
15.95773792,10,-191.5780713
15.96758175,10,-192.2650123
15.97742653,10,NaN
15.98727036,10,NaN
15.99711514,10,-191.003285
16.00695992,10,-191.0340164
16.01680374,10,NaN
16.02664757,10,NaN
16.0364933,10,-189.6904102
16.04633713,10,-190.2299907
16.05618095,10,-190.4997944
16.06602669,10,-190.9266576
16.07587051,10,-191.2376686
16.08571434,10,NaN
16.09555817,10,NaN
16.1054039,10,NaN
16.11524773,10,-190.0575522
16.12509155,10,-190.0085481
16.13493729,10,-190.2275258
16.14478111,10,-190.8657843
16.15462494,10,-189.4472118
16.16446877,10,NaN
16.1743145,10,NaN
16.18415833,10,NaN
16.19400215,10,-188.8593774
16.20384789,10,-188.7949675
16.21369171,10,-189.1564294
16.22353554,10,-189.569387
16.23337936,10,-189.7656444
16.2432251,10,-189.9818089
16.25306892,10,-189.5383074
16.26291275,10,-189.2653154
16.27275848,10,-188.8401937
16.28260231,10,-189.8922941
16.29244614,10,-189.9431468
16.30228996,10,-189.387571
16.3121357,10,-188.8048004
16.32197952,10,-188.8324238
16.33182335,10,NaN
16.34166908,10,-189.4845074
16.35151291,10,NaN
16.36135674,10,-187.1962401
16.37120247,10,-188.715232
16.3810463,10,-189.0808736
16.39089012,10,-188.8187595
16.40073395,10,NaN
16.41057968,10,NaN
16.42042351,10,NaN
16.43026733,10,NaN
16.44011307,10,NaN
16.44995689,10,NaN
16.45980072,10,NaN
16.46964455,10,NaN
16.47949028,10,NaN
16.48933411,10,-186.9528541
16.49917793,10,-187.290015
16.50902367,10,-187.3661066
16.51886749,10,-187.4788507
16.52871132,10,-187.2452174
16.53855515,10,-186.600475
16.54840088,10,-186.766778
16.55824471,10,NaN
16.56808853,10,NaN
16.57793427,10,NaN
16.58777809,10,NaN
16.59762192,10,NaN
16.60746574,10,NaN
16.61731148,10,NaN
16.6271553,10,NaN
16.63699913,10,NaN
16.64684486,10,NaN
16.65668869,10,NaN
16.66653252,10,NaN
16.67637634,10,NaN
16.68622208,10,NaN
16.6960659,10,NaN
16.70590973,10,NaN
16.71575546,10,NaN
16.72559929,10,NaN
16.73544312,10,NaN
16.74528885,10,NaN
16.75513268,10,NaN
16.7649765,10,NaN
16.77482033,10,NaN
16.78466606,10,NaN
16.79450989,10,NaN
16.80435371,10,NaN
16.81419945,10,NaN
16.82404327,10,NaN
16.8338871,10,NaN
16.84373093,10,NaN
16.85357666,10,NaN
16.86342049,10,NaN
16.87326431,10,NaN
16.88311005,10,NaN
16.89295387,10,NaN
16.9027977,10,NaN
16.91264153,10,NaN
16.92248726,10,NaN
16.93233109,10,NaN
16.94217491,10,NaN
16.95202065,10,NaN
16.96186447,10,NaN
16.9717083,10,NaN
16.98155212,10,NaN
16.99139786,10,NaN
17.00124168,10,NaN
17.01108551,10,NaN
17.02093124,10,NaN
17.03077507,10,NaN
17.0406189,10,NaN
17.05046463,10,NaN
17.06030846,10,NaN
17.07015228,10,-181.4223881
17.07999611,10,-181.5237721
17.08984184,10,-181.5538336
17.09968567,10,NaN
17.1095295,10,NaN
17.11937523,10,NaN
17.12921906,10,NaN
17.13906288,10,NaN
17.14890671,10,NaN
17.15875244,10,NaN
17.16859627,10,NaN
17.17844009,10,NaN
17.18828583,10,NaN
17.19812965,10,NaN
17.20797348,10,NaN
17.21781731,10,NaN
17.22766304,10,NaN
17.23750687,10,NaN
17.24735069,10,-178.9999155
17.25719643,10,NaN
17.26704025,10,NaN
17.27688408,10,NaN
17.28672791,10,-179.6542497
17.29657364,10,-179.5865978
17.30641747,10,-179.6497753
17.31626129,10,NaN
17.32610703,10,NaN
17.33595085,10,NaN
17.34579468,10,NaN
17.3556385,10,-178.8235384
17.36548424,10,-179.1976465
17.37532806,10,-179.4158204
17.38517189,10,NaN
17.39501762,10,NaN
17.40486145,10,NaN
17.41470528,10,NaN
17.42455101,10,NaN
17.43439484,10,NaN
17.44423866,10,NaN
17.45408249,10,NaN
17.46392822,10,NaN
17.47377205,10,NaN
17.48361588,10,NaN
17.49346161,10,NaN
17.50330544,10,NaN
17.51314926,10,NaN
17.52299309,10,NaN
17.53283882,10,NaN
17.54268265,10,NaN
17.55252647,10,NaN
17.56237221,10,NaN
17.57221603,10,NaN
17.58205986,10,-175.7988973
17.59190369,10,-175.4154921
17.60174942,10,-175.1351857
17.61159325,10,-175.2156177
17.62143707,10,-175.2769197
17.63128281,10,-174.98035
17.64112663,10,-175.4392574
17.65097046,10,-175.1497074
17.66081429,10,-175.2247005
17.67066002,10,-175.2402671
17.68050385,10,-175.075009
17.69034767,10,-174.7455109
17.70019341,10,-174.924487
17.71003723,10,-175.3478671
17.71988106,10,NaN
17.72972488,10,-174.298312
17.73957062,10,-174.366339
17.74941444,10,-174.4229254
17.75925827,10,NaN
17.769104,10,NaN
17.77894783,10,NaN
17.78879166,10,NaN
17.79863739,10,NaN
17.80848122,10,NaN
17.81832504,10,NaN
17.82816887,10,NaN
17.8380146,10,NaN
17.84785843,10,NaN
17.85770226,10,NaN
17.86754799,10,NaN
17.87739182,10,NaN
17.88723564,10,NaN
17.89707947,10,NaN
17.9069252,10,NaN
17.91676903,10,NaN
17.92661285,10,NaN
17.93645859,10,NaN
17.94630241,10,-172.4669694
17.95614624,10,-172.4749269
17.96599007,10,-172.5622715
17.9758358,10,-172.6616728
17.98567963,10,-172.6591007
17.99552345,10,NaN
18.00536919,10,NaN
18.01521301,10,-172.4776062
18.02505684,10,-170.9870146
18.03490067,10,NaN
18.0447464,10,NaN
18.05459023,10,NaN
